lncRNA,Drug,DrugBank_ID
BACH1,Panobinostat,DB06603
BAGE1,Panobinostat,DB06603
BANCR,Fentanyl,DB00813
BANCR,Deoxyelephantopin,
BAZ2B,Dexamethasone,DB01234
BBS4,Panobinostat,DB06603
BC005081,Panobinostat,DB06603
BC005927,Panobinostat,DB06603
BC006435,Panobinostat,DB06603
BC008049,Panobinostat,DB06603
BC010168,Dexamethasone,DB01234
BC010186,Panobinostat,DB06603
BC010924,Panobinostat,DB06603
BC011243,Panobinostat,DB06603
BC011648,Panobinostat,DB06603
BC012193,Panobinostat,DB06603
BC013821,Panobinostat,DB06603
BC015159,Panobinostat,DB06603
BC016361,Panobinostat,DB06603
BC016656,Panobinostat,DB06603
BC016751,Panobinostat,DB06603
BC017578,Panobinostat,DB06603
BC017910,Panobinostat,DB06603
BC018166,Panobinostat,DB06603
BC019880,Panobinostat,DB06603
BC020935,Panobinostat,DB06603
BC022468,Panobinostat,DB06603
BC022569,Panobinostat,DB06603
BC024732,Panobinostat,DB06603
BC025350,Panobinostat,DB06603
BC028842,Panobinostat,DB06603
BC029038,Panobinostat,DB06603
BC030294,Panobinostat,DB06603
BC030294,Dexamethasone,DB01234
BC031243,Panobinostat,DB06603
BC031939,Panobinostat,DB06603
BC031952,Panobinostat,DB06603
BC032795,Panobinostat,DB06603
BC032918,Panobinostat,DB06603
BC033949,Panobinostat,DB06603
BC034788,Panobinostat,DB06603
BC034827,Panobinostat,DB06603
BC035104,Panobinostat,DB06603
BC035106,Panobinostat,DB06603
BC035261,Panobinostat,DB06603
BC035377,Panobinostat,DB06603
BC035465,Panobinostat,DB06603
BC036236,Panobinostat,DB06603
BC036412,Panobinostat,DB06603
BC036435,Panobinostat,DB06603
BC037347,Panobinostat,DB06603
BC037891,Panobinostat,DB06603
BC037918,Panobinostat,DB06603
BC038205,Panobinostat,DB06603
BC038245,Panobinostat,DB06603
BC038578,Panobinostat,DB06603
BC038755,Panobinostat,DB06603
BC039094,Panobinostat,DB06603
BC039523,Panobinostat,DB06603
BC040189,Panobinostat,DB06603
BC040624,Panobinostat,DB06603
BC040628,Panobinostat,DB06603
BC040701,Panobinostat,DB06603
BC040733,Panobinostat,DB06603
BC040860,Panobinostat,DB06603
BC040863,Panobinostat,DB06603
BC041459,Panobinostat,DB06603
BC041470,Panobinostat,DB06603
BC041488,Panobinostat,DB06603
BC041623,Panobinostat,DB06603
BC041623,Dexamethasone,DB01234
BC041646,Panobinostat,DB06603
BC042079,Panobinostat,DB06603
BC042140,Panobinostat,DB06603
BC042823,Panobinostat,DB06603
BC042823,Dexamethasone,DB01234
BC042825,Panobinostat,DB06603
BC042855,Panobinostat,DB06603
BC042913,Panobinostat,DB06603
BC043229,Panobinostat,DB06603
BC044310,Panobinostat,DB06603
BC044655,Panobinostat,DB06603
BC045668,Panobinostat,DB06603
BC045757,Panobinostat,DB06603
BC045784,Panobinostat,DB06603
BC045805,Panobinostat,DB06603
BC045807,Panobinostat,DB06603
BC046476,Panobinostat,DB06603
BC046483,Panobinostat,DB06603
BC047074,Panobinostat,DB06603
BC047090,Panobinostat,DB06603
BC047307,Panobinostat,DB06603
BC047484,Panobinostat,DB06603
BC047540,Panobinostat,DB06603
BC047594,Panobinostat,DB06603
BC047625,Panobinostat,DB06603
BC047644,Panobinostat,DB06603
BC047723,Panobinostat,DB06603
BC048132,Dexamethasone,DB01234
BC048192,Panobinostat,DB06603
BC051808,Panobinostat,DB06603
BC058547,Panobinostat,DB06603
BC060326,Panobinostat,DB06603
BC061632,Panobinostat,DB06603
BC061923,Panobinostat,DB06603
BC062337,Panobinostat,DB06603
BC062737,Panobinostat,DB06603
BC062745,Panobinostat,DB06603
BC062763,Panobinostat,DB06603
BC063600,Panobinostat,DB06603
BC063788,Panobinostat,DB06603
BC064339,Panobinostat,DB06603
BC065231,Panobinostat,DB06603
BC067347,Panobinostat,DB06603
BC067907,Panobinostat,DB06603
BC069004,Panobinostat,DB06603
BC069792,Panobinostat,DB06603
BC069815,Panobinostat,DB06603
BC070228,Panobinostat,DB06603
BC070363,Panobinostat,DB06603
BC070371,Panobinostat,DB06603
BC071794,Panobinostat,DB06603
BC071797,Panobinostat,DB06603
BC073817,Panobinostat,DB06603
BC073899,Panobinostat,DB06603
BC073899,Panobinostat,DB06603
BC073918,Panobinostat,DB06603
BC073948,Panobinostat,DB06603
BC078172,Panobinostat,DB06603
BC079832,Panobinostat,DB06603
BC079832,Dexamethasone,DB01234
BC082979,Panobinostat,DB06603
BC087857,Panobinostat,DB06603
BC094703,Panobinostat,DB06603
BC112270,Panobinostat,DB06603
BC114455,Panobinostat,DB06603
BC126153,Dexamethasone,DB01234
BC126901,Panobinostat,DB06603
BC133670,Panobinostat,DB06603
BC136808,Panobinostat,DB06603
BC141903,Panobinostat,DB06603
BC141944,Panobinostat,DB06603
BC146941,Panobinostat,DB06603
BC148262,Panobinostat,DB06603
BC150162,Panobinostat,DB06603
BC200,Carboplatin,DB00958
BCAR4,Panobinostat,DB06603
BCAR4,Quercetin,DB04216
BCAR4,Dexamethasone,DB01234
BCAR4,17-Aag,
BCL7B,Panobinostat,DB06603
BCYRN1,Quercetin,DB04216
BCYRN1,Sorafenib,DB00398
BDNF-AS,Panobinostat,DB06603
BDNF-AS,Sorafenib,DB00398
BDNF-AS1,Panobinostat,DB06603
BDNF-AS1,Panobinostat,DB06603
BHLHE40-AS1,Ginsenoside Rg3,
BLACAT1,Progesterone,DB00396
BLACAT1,17-Aag,
BM742401,Decitabine,DB01262
BMS1P1,Ginsenoside Rg3,
BMS1P4,Dexamethasone,DB01234
BNIP3P1,Panobinostat,DB06603
BOK-AS1,Sorafenib,DB00398
BOLA3-AS1,Panobinostat,DB06603
BPHL-209,Tetraarsenic Oxide,
BRE-AS1,5alpha-Hydroxytriptolide,
BREA2,Panobinostat,DB06603
BRI3-203,Tetraarsenic Oxide,
BSN-AS2,Panobinostat,DB06603
BTN2A3P,Panobinostat,DB06603
BUB1-209,Tetraarsenic Oxide,
BVES-AS1,Panobinostat,DB06603
BX004987.3,Panobinostat,DB06603
BX248398.1,Panobinostat,DB06603
BX248398.1,Panobinostat,DB06603
BX284650.1,Panobinostat,DB06603
BX284650.3,Panobinostat,DB06603
BX537481,Panobinostat,DB06603
BX537742,Panobinostat,DB06603
BX537900,Panobinostat,DB06603
BX571672.5,Panobinostat,DB06603
BX647356,Panobinostat,DB06603
BX647792,Panobinostat,DB06603
BX647938,Dexamethasone,DB01234
BX648073,Panobinostat,DB06603
BX648855,Panobinostat,DB06603
BX649158,Panobinostat,DB06603
BZRAP1-AS1,Panobinostat,DB06603
BZRAP1-AS1,Berberine,DB04115
C11orf73,Panobinostat,DB06603
C12orf32,Panobinostat,DB06603
C14orf63,Panobinostat,DB06603
C15orf37,5alpha-Hydroxytriptolide,
C15orf45,Panobinostat,DB06603
C17orf61-PLSCR3,Panobinostat,DB06603
C17orf76-AS1,Panobinostat,DB06603
C17orf76-AS1,Panobinostat,DB06603
C17orf76-AS1,Pravastatin,DB00175
C1orf126,Panobinostat,DB06603
C1orf140,Panobinostat,DB06603
C1orf211,Panobinostat,DB06603
C1orf52,Panobinostat,DB06603
C1orf61,Tetraarsenic Oxide,
C1QTNF9B-AS1,Quercetin,DB04216
C20orf90,Pravastatin,DB00175
C21orf77,Panobinostat,DB06603
C3orf32,Panobinostat,DB06603
C5orf17,Oxaliplatin,DB00526
C6orf147,Panobinostat,DB06603
C6orf3,Dexamethasone,DB01234
C7orf55,Panobinostat,DB06603
C7orf55,Panobinostat,DB06603
C9orf78-202,Tetraarsenic Oxide,
CA3-AS1,Tetraarsenic Oxide,
CAHM,Panobinostat,DB06603
CAHM,Yk-4-279,
CALB2,Panobinostat,DB06603
CALCOCO1,Panobinostat,DB06603
CALHM2,Panobinostat,DB06603
CAMTA1-IT1,Panobinostat,DB06603
CAPN1,Panobinostat,DB06603
CARD8-AS1,Dexamethasone,DB01234
CARKD,Panobinostat,DB06603
CARS1-211,Tetraarsenic Oxide,
CASC11,Dexamethasone,DB01234
CASC2,Berberine,DB04115
CASC2,Ginsenoside Rg3,
CBR3-AS1,Panobinostat,DB06603
CBR3-AS1,Quercetin,DB04216
CBR3-AS1,Tetraarsenic Oxide,
CBS-215,Tetraarsenic Oxide,
CCAT1,Sinomenine,DB16892
CCAT1,Yk-4-279,
CCAT1,Hyperoside,
CCAT1,Resveratrol,DB02709
CCAT2,Yk-4-279,
CCAT2,Calcitriol,DB00136
CCDC144B,Panobinostat,DB06603
CCDC144C,Panobinostat,DB06603
CCDC144NL-AS1,Tetraarsenic Oxide,
CCDC162P,Panobinostat,DB06603
CCDC26,Panobinostat,DB06603
CCDC26,Imatinib,DB00619
CCM2,Panobinostat,DB06603
CCNDBP1,Panobinostat,DB06603
CCNH-210,Tetraarsenic Oxide,
CCT6P1,Panobinostat,DB06603
CD27-AS1,Panobinostat,DB06603
CD27-AS1,Panobinostat,DB06603
CD274,5alpha-Hydroxytriptolide,
CD58,Panobinostat,DB06603
CD99P1,Panobinostat,DB06603
CDC27-208,Tetraarsenic Oxide,
CDK5RAP2-211,Tetraarsenic Oxide,
CDKN1A-206,Tetraarsenic Oxide,
CDKN2A-204,Tetraarsenic Oxide,
CDKN2B-AS1,Hydrogen Peroxide,DB11091
CDKN2B-AS1,Paclitaxel,DB01229
CDKN2B-AS1,Cisplatin,DB00515
CDKN2B-AS1,Panobinostat,DB06603
CDKN2B-AS1,Dexamethasone,DB01234
CDKN2B-AS1,Sorafenib,DB00398
CDKN2B-AS1,Tetraarsenic Oxide,
CDRT15P1,Panobinostat,DB06603
CEBPA-AS1,Berberine,DB04115
CECR5-AS1,Ginsenoside Rg3,
CEP170P1,Panobinostat,DB06603
CERNA1,"6-Amino-2,3-Dihydro-3-Hydroxymethyl-1,4-Benzoxazine",
CERS6-AS1,Oxaliplatin,DB00526
CES1P1,Panobinostat,DB06603
CETN4P,Berberine,DB04115
CFL2,Panobinostat,DB06603
CHD1L,Panobinostat,DB06603
CHKB-CPT1B,Panobinostat,DB06603
CHMP1A,Panobinostat,DB06603
chr10:113880000-113890875,Panobinostat,DB06603
chr15:52877675-52913225,Panobinostat,DB06603
chr2:68059800-68077075,Panobinostat,DB06603
chr7:12309550-12324625,Panobinostat,DB06603
chr7:12309550-12324625,Panobinostat,DB06603
chr9:31332775-31343225,Panobinostat,DB06603
CHRM3-AS2,Panobinostat,DB06603
CHRND,Panobinostat,DB06603
CHROME,Atorvastatin,DB01076
CICP7,Ginsenoside Rg3,
CIRBP,Panobinostat,DB06603
CITF22-92A6.1,Panobinostat,DB06603
CKS1B-207,Tetraarsenic Oxide,
CLEC4GP1,Panobinostat,DB06603
CLK1,Panobinostat,DB06603
CLRN1,Panobinostat,DB06603
CLTC-IT1,Panobinostat,DB06603
CMAHP,Dexamethasone,DB01234
CMPK1,Panobinostat,DB06603
CMPK2,Cisplatin,DB00515
CMPK2,5alpha-Hydroxytriptolide,
CNOT10,Panobinostat,DB06603
CNTRL-202,Tetraarsenic Oxide,
CO9,Panobinostat,DB06603
COLCA1,Oxaliplatin,DB00526
CPB2-AS1,Panobinostat,DB06603
CR627203,Panobinostat,DB06603
CR936688,Panobinostat,DB06603
CR936711,Panobinostat,DB06603
CRNDE,Panobinostat,DB06603
CRNDE,Panobinostat,DB06603
CRNDE,Resveratrol,DB02709
CROCCP2,Panobinostat,DB06603
CROCCP2,Panobinostat,DB06603
CRYBB2P1,Panobinostat,DB06603
CRYM-AS1,Panobinostat,DB06603
CSE1L-AS1,Dexamethasone,DB01234
CSF2RA,Panobinostat,DB06603
CSF3,5alpha-Hydroxytriptolide,
CSTT,Panobinostat,DB06603
CTA-204B4.6,Panobinostat,DB06603
CTA-211A9.5,Panobinostat,DB06603
CTA-250D10.23,Panobinostat,DB06603
CTA-250D10.23,Dexamethasone,DB01234
CTA-29F11.1,Panobinostat,DB06603
CTA-339C12.1,Panobinostat,DB06603
CTA-342B11.1,Panobinostat,DB06603
CTA-390C10.10,Oxaliplatin,DB00526
CTA-445C9.14,Panobinostat,DB06603
CTA-445C9.15,Panobinostat,DB06603
CTA-941F9.9,Panobinostat,DB06603
CTB-118N6.3,Panobinostat,DB06603
CTB-11I22.1,Panobinostat,DB06603
CTB-12O2.1,Panobinostat,DB06603
CTB-133G6.2,Dexamethasone,DB01234
CTB-147C13.1,Panobinostat,DB06603
CTB-161A2.3,Panobinostat,DB06603
CTB-161M19.4,Panobinostat,DB06603
CTB-167B5.2-001,5alpha-Hydroxytriptolide,
CTB-181F24.1,Panobinostat,DB06603
CTB-193M12.5,Oxaliplatin,DB00526
CTB-25B13.12,Oxaliplatin,DB00526
CTB-31N19.3,Panobinostat,DB06603
CTB-31O20.2,Panobinostat,DB06603
CTB-31O20.2,Oxaliplatin,DB00526
CTB-3M24.3,Panobinostat,DB06603
CTB-41I6.1,Panobinostat,DB06603
CTB-41I6.2,Panobinostat,DB06603
CTB-43E15.1,Panobinostat,DB06603
CTB-43E15.3,Panobinostat,DB06603
CTB-43E15.4,Panobinostat,DB06603
CTB-49A3.4,Panobinostat,DB06603
CTB-50L17.9,Dexamethasone,DB01234
CTB-54I1.1,Pravastatin,DB00175
CTB-58E17.3,Panobinostat,DB06603
CTB-58E17.5,Oxaliplatin,DB00526
CTB-58E17.9,Panobinostat,DB06603
CTB-61M7.2-001,5alpha-Hydroxytriptolide,
CTB-73N10.1,Panobinostat,DB06603
CTB-78F1.2,Panobinostat,DB06603
CTB-92J24.2,Dexamethasone,DB01234
CTBP1-AS,Ivosidenib,DB14568
CTBP1-AS1,Panobinostat,DB06603
CTC-205M6.5,Panobinostat,DB06603
CTC-210G5.1,Pravastatin,DB00175
CTC-228N24.3,Panobinostat,DB06603
CTC-235G5.3,Panobinostat,DB06603
CTC-248O19.1,Panobinostat,DB06603
CTC-254B4.1,Dexamethasone,DB01234
CTC-261N6.3,Panobinostat,DB06603
CTC-276P9.1,Panobinostat,DB06603
CTC-281B15.1,Panobinostat,DB06603
CTC-297N7.5,Panobinostat,DB06603
CTC-297N7.7,Panobinostat,DB06603
CTC-297N7.7,Panobinostat,DB06603
CTC-308K20.1,Panobinostat,DB06603
CTC-338M12.2,Panobinostat,DB06603
CTC-338M12.3,Panobinostat,DB06603
CTC-338M12.4,Panobinostat,DB06603
CTC-340A15.2,Panobinostat,DB06603
CTC-340A15.2,Panobinostat,DB06603
CTC-345K18.2,Panobinostat,DB06603
CTC-348L5.1,Panobinostat,DB06603
CTC-353G13.1,Panobinostat,DB06603
CTC-359D24.3,Panobinostat,DB06603
CTC-367J11.1,Panobinostat,DB06603
CTC-378H22.1,Panobinostat,DB06603
CTC-420A11.2,Pravastatin,DB00175
CTC-428G20.2,Panobinostat,DB06603
CTC-428G20.3,Panobinostat,DB06603
CTC-436P18.3,Panobinostat,DB06603
CTC-454M9.1,Panobinostat,DB06603
CTC-454M9.1,Panobinostat,DB06603
CTC-457E21.1,Panobinostat,DB06603
CTC-457L16.2,Pravastatin,DB00175
CTC-459I6.1,Panobinostat,DB06603
CTC-459M5.1,Panobinostat,DB06603
CTC-459M5.1,Dexamethasone,DB01234
CTC-459M5.2,Panobinostat,DB06603
CTC-463N11.3,Panobinostat,DB06603
CTC-471J1.2,Panobinostat,DB06603
CTC-472C24.1,Panobinostat,DB06603
CTC-497E21.4,Panobinostat,DB06603
CTC-497E21.4,Pravastatin,DB00175
CTC-504A5.1,Panobinostat,DB06603
CTC-508F8.1,Panobinostat,DB06603
CTC-523E23.1,Panobinostat,DB06603
CTC-542B22.1,Panobinostat,DB06603
CTC-564N23.3,Panobinostat,DB06603
CTC-573M9.1,Panobinostat,DB06603
CTC-573M9.1,Dexamethasone,DB01234
CTC-573N18.1,Panobinostat,DB06603
CTC-573N18.1,Oxaliplatin,DB00526
CTC-756D1.3,Panobinostat,DB06603
CTD-2001E22.2,Panobinostat,DB06603
CTD-2006O16.2,Panobinostat,DB06603
CTD-2008A1.1,Panobinostat,DB06603
CTD-2008A1.2,Panobinostat,DB06603
CTD-2010I22.2,Panobinostat,DB06603
CTD-2011F17.2,Pravastatin,DB00175
CTD-2012K14.3,Panobinostat,DB06603
CTD-2012K14.6,Dexamethasone,DB01234
CTD-2014E2.6,Panobinostat,DB06603
CTD-2021J15.2,Panobinostat,DB06603
CTD-2023N9.1,Panobinostat,DB06603
CTD-2024D23.1,Panobinostat,DB06603
CTD-2026C7.1,Dexamethasone,DB01234
CTD-2033D15.1-001,5alpha-Hydroxytriptolide,
CTD-2033D24.2,Panobinostat,DB06603
CTD-2035E11.3,Panobinostat,DB06603
CTD-2049J23.2,Panobinostat,DB06603
CTD-2061E19.6,Panobinostat,DB06603
CTD-2062F14.3,Panobinostat,DB06603
CTD-2071N1.1,Panobinostat,DB06603
CTD-2072I24.1,Panobinostat,DB06603
CTD-2083E4.6,Panobinostat,DB06603
CTD-2083E4.7,Panobinostat,DB06603
CTD-2089N3.2,Panobinostat,DB06603
CTD-2119F7.2,Panobinostat,DB06603
CTD-2124B20.2,Panobinostat,DB06603
CTD-2127H9.1,Panobinostat,DB06603
CTD-2140G10.2,Panobinostat,DB06603
CTD-2144E22.8,Panobinostat,DB06603
CTD-2145A24.5,Oxaliplatin,DB00526
CTD-2154B17.1,Panobinostat,DB06603
CTD-2161F6.2,Panobinostat,DB06603
CTD-2165H16.4,Panobinostat,DB06603
CTD-2168K21.1,Panobinostat,DB06603
CTD-2170G1.2,Panobinostat,DB06603
CTD-2173L22.4,Dexamethasone,DB01234
CTD-2184D3.3,Panobinostat,DB06603
CTD-2184D3.5,Panobinostat,DB06603
CTD-2186M15.3,Dexamethasone,DB01234
CTD-2194A8.2,Panobinostat,DB06603
CTD-2194D22.3,Panobinostat,DB06603
CTD-2200A16.1,Panobinostat,DB06603
CTD-2201E18.3,Panobinostat,DB06603
CTD-2201E18.5,Dexamethasone,DB01234
CTD-2201G16.1,Panobinostat,DB06603
CTD-2210P24.1,Panobinostat,DB06603
CTD-2210P24.3,Panobinostat,DB06603
CTD-2210P24.3,Pravastatin,DB00175
CTD-2213F21.2,Panobinostat,DB06603
CTD-2213F21.4,Dexamethasone,DB01234
CTD-2234B20.1,Panobinostat,DB06603
CTD-2235H24.2,Panobinostat,DB06603
CTD-2236F14.1,Panobinostat,DB06603
CTD-2249K22.1,Panobinostat,DB06603
CTD-2256P15.2,Panobinostat,DB06603
CTD-2267D19.2,Panobinostat,DB06603
CTD-2267D19.3,Oxaliplatin,DB00526
CTD-2269F5.1,Panobinostat,DB06603
CTD-2270F17.1,Panobinostat,DB06603
CTD-2270L9.4,Panobinostat,DB06603
CTD-2270L9.4,Panobinostat,DB06603
CTD-2270P14.2,Oxaliplatin,DB00526
CTD-2270P14.3,Panobinostat,DB06603
CTD-2270P14.5,Oxaliplatin,DB00526
CTD-2272D18.1,Panobinostat,DB06603
CTD-2280E9.1,Pravastatin,DB00175
CTD-2281E23.2,Panobinostat,DB06603
CTD-2281M20.1,Panobinostat,DB06603
CTD-2288F12.1,Panobinostat,DB06603
CTD-2297D10.2,Panobinostat,DB06603
CTD-2298J14.2,Panobinostat,DB06603
CTD-2306M5.1,Panobinostat,DB06603
CTD-2311B13.1,Panobinostat,DB06603
CTD-2311B13.2,Panobinostat,DB06603
CTD-2311B13.7,Panobinostat,DB06603
CTD-2313J17.1,Panobinostat,DB06603
CTD-2313J17.5,Dexamethasone,DB01234
CTD-2313J23.1,Panobinostat,DB06603
CTD-2313N18.2,Panobinostat,DB06603
CTD-2313N18.5,Panobinostat,DB06603
CTD-2313N18.8,Panobinostat,DB06603
CTD-2314B22.3,Panobinostat,DB06603
CTD-2316B1.1,Panobinostat,DB06603
CTD-2319I12.1-008,5alpha-Hydroxytriptolide,
CTD-2320G14.2,Panobinostat,DB06603
CTD-2325A15.5,Dexamethasone,DB01234
CTD-2330J20.2,Panobinostat,DB06603
CTD-2335A18.1,Panobinostat,DB06603
CTD-2350C19.1,Panobinostat,DB06603
CTD-2350C19.2,Panobinostat,DB06603
CTD-2353F22.1,Panobinostat,DB06603
CTD-2376I20.1,Pravastatin,DB00175
CTD-2376I4.2,Oxaliplatin,DB00526
CTD-2377D24.6,Oxaliplatin,DB00526
CTD-2383M3.1,Panobinostat,DB06603
CTD-2506J14.1,Panobinostat,DB06603
CTD-2514K5.4,Panobinostat,DB06603
CTD-2516F10.2,Panobinostat,DB06603
CTD-2516F10.2,Oxaliplatin,DB00526
CTD-2517M22.14,Panobinostat,DB06603
CTD-2517O10.6,Oxaliplatin,DB00526
CTD-2524L6.3,Panobinostat,DB06603
CTD-2530H12.8,Panobinostat,DB06603
CTD-2531D15.5,Panobinostat,DB06603
CTD-2536I1.1,Panobinostat,DB06603
CTD-2540B15.11,Oxaliplatin,DB00526
CTD-2541J13.2,Panobinostat,DB06603
CTD-2541M15.1,Panobinostat,DB06603
CTD-2544M6.1,Panobinostat,DB06603
CTD-2544M6.2,Panobinostat,DB06603
CTD-2544N14.3,Panobinostat,DB06603
CTD-2553L13.4,Dexamethasone,DB01234
CTD-2555A7.1,Panobinostat,DB06603
CTD-2555A7.2,Panobinostat,DB06603
CTD-2555C10.3,Panobinostat,DB06603
CTD-2555K7.2,Panobinostat,DB06603
CTD-2560E9.5,Panobinostat,DB06603
CTD-2561B21.9,Panobinostat,DB06603
CTD-2562J17.4,Panobinostat,DB06603
CTD-2568P8.1,Panobinostat,DB06603
CTD-2574D22.4,Oxaliplatin,DB00526
CTD-2623N2.11,Dexamethasone,DB01234
CTD-2636A23.2,Panobinostat,DB06603
CTD-2651B20.3,Panobinostat,DB06603
CTD-2655K5.1,Panobinostat,DB06603
CTD-3006G17.2,Panobinostat,DB06603
CTD-3010D24.3,Panobinostat,DB06603
CTD-3032H12.1,Panobinostat,DB06603
CTD-3035D6.2,Panobinostat,DB06603
CTD-3037G24.4,Panobinostat,DB06603
CTD-3049M7.1,Panobinostat,DB06603
CTD-3049M7.1,Panobinostat,DB06603
CTD-3064M3.3,Panobinostat,DB06603
CTD-3064M3.3,Dexamethasone,DB01234
CTD-3064M3.3,Pravastatin,DB00175
CTD-3065J16.6,Panobinostat,DB06603
CTD-3065J16.9,Panobinostat,DB06603
CTD-3074O7.2,Panobinostat,DB06603
CTD-3074O7.5,Panobinostat,DB06603
CTD-3076O17.1,Panobinostat,DB06603
CTD-3105H18.13,Dexamethasone,DB01234
CTD-3110H11.1,Panobinostat,DB06603
CTD-3110H11.2,Panobinostat,DB06603
CTD-3154N5.1,Panobinostat,DB06603
CTD-3154N5.2,Ruxolitinib,DB08877
CTD-3224I3.3,Panobinostat,DB06603
CTD-3224K15.2,Calycosin,
CTD-3224K15.2,Calycosin,
CTD-3224K15.3,Dexamethasone,DB01234
CTD-3232M19.2,Panobinostat,DB06603
CTD-3234P18.6,Oxaliplatin,DB00526
CXCL1,5alpha-Hydroxytriptolide,
CXorf51A,Berberine,DB04115
CXorf51B,Berberine,DB04115
CYCSP52,Dexamethasone,DB01234
CYP17A1-AS1,Panobinostat,DB06603
CYP1B1-AS1,Panobinostat,DB06603
CYP1B1-AS1,Panobinostat,DB06603
CYP3A5,Panobinostat,DB06603
CYP3A5,Panobinostat,DB06603
CYP4F43P,Panobinostat,DB06603
CYP4Z2P,Panobinostat,DB06603
CYP51P1,Ginsenoside Rg3,
CYP51P2,Ginsenoside Rg3,
CYTOR,Icariin,DB12052
DACT2,5alpha-Hydroxytriptolide,
DANCR,Panobinostat,DB06603
DANCR,Doxorubicin,DB00997
DAPK1-IT1,Panobinostat,DB06603
DBH-AS1,Panobinostat,DB06603
DBR1-203,Tetraarsenic Oxide,
DCAF8,Panobinostat,DB06603
DCUN1D2-AS1,Panobinostat,DB06603
DDX11L1,Panobinostat,DB06603
DDX39B-AS1,Panobinostat,DB06603
DGCR5,Panobinostat,DB06603
DGCR5,Dexamethasone,DB01234
DGCR5,Yk-4-279,
DGCR5,Pravastatin,DB00175
DHRS4-AS1,Panobinostat,DB06603
DHRSX-IT1,Berberine,DB04115
DHX15-206,Tetraarsenic Oxide,
DIAPH3-AS1,Panobinostat,DB06603
DICER1-AS1,Metformin,DB00331
DIO3OS,Panobinostat,DB06603
DIP2A-IT1,Panobinostat,DB06603
DISC2,Sorafenib,DB00398
DKFZP434H168,Panobinostat,DB06603
DKFZp434L187,Panobinostat,DB06603
DKFZp434L192,Panobinostat,DB06603
DKFZp586B1922,Panobinostat,DB06603
DKFZp586E1322,Panobinostat,DB06603
DKFZp686E10196,Panobinostat,DB06603
DLEU2,Panobinostat,DB06603
DLEU2,Panobinostat,DB06603
DLEU2,Progesterone,DB00396
DLG1-AS1,Panobinostat,DB06603
DLX6-AS1,Panobinostat,DB06603
DLX6-AS1,Panobinostat,DB06603
DMGDH-206,Tetraarsenic Oxide,
DMKN,Panobinostat,DB06603
DNAJA1-202,Tetraarsenic Oxide,
DNAJA3-206,Tetraarsenic Oxide,
DNAJC13-203,Tetraarsenic Oxide,
DNAJC25,Panobinostat,DB06603
DNAJC27-AS1,Panobinostat,DB06603
DNM1P34,Panobinostat,DB06603
DNM1P46,Panobinostat,DB06603
DNM1P46,Dexamethasone,DB01234
DNM3-IT1,Panobinostat,DB06603
DNM3OS,Panobinostat,DB06603
DNM3OS,Quercetin,DB04216
DPP10-AS1,Ligustrazine,
DPY19L2P2,Panobinostat,DB06603
DPY19L2P4,Panobinostat,DB06603
DQ515899,Panobinostat,DB06603
DQ570035,Panobinostat,DB06603
DQ570096,Panobinostat,DB06603
DQ570096,Dexamethasone,DB01234
DQ571357,Panobinostat,DB06603
DQ572107,Dexamethasone,DB01234
DQ572923,Panobinostat,DB06603
DQ572964,Panobinostat,DB06603
DQ574505,Panobinostat,DB06603
DQ574721,Panobinostat,DB06603
DQ574852,Panobinostat,DB06603
DQ576994,Panobinostat,DB06603
DQ580140,Panobinostat,DB06603
DQ580766,Panobinostat,DB06603
DQ583756,Panobinostat,DB06603
DQ586822,Panobinostat,DB06603
DQ587763,Panobinostat,DB06603
DQ588163,Dexamethasone,DB01234
DQ591995,Panobinostat,DB06603
DQ591995,Cisplatin,DB00515
DQ592230,Panobinostat,DB06603
DQ592442,Panobinostat,DB06603
DQ594967,Panobinostat,DB06603
DQ596646,Panobinostat,DB06603
DQ673945,Panobinostat,DB06603
DQ673948,Panobinostat,DB06603
DQ673972,Panobinostat,DB06603
DSCAM-AS1,Panobinostat,DB06603
DSCR4-IT1,Panobinostat,DB06603
